mcc,mcc_ci_low,mcc_ci_high,mcc_fixed_prev,f1,f1_ci_low,f1_ci_high,pr_auc,pr_auc_ci_low,pr_auc_ci_high,prevalence,n,flag_rate,starting_year,strategy,month
0.09009754479702141,0.061939682191333,0.12174468497106973,0.09248721811161208,0.04056437389770723,0.028236200988988543,0.054411284826038596,0.01721500488656973,0.01108445828657135,0.030318727197588612,0.0005753568700586269,100807,0.010673861934191078,2015,incremental_online,2024-09-01
0.07600509284579127,0.03625816222768874,0.1202285941168468,0.08490672944528038,0.04899777282850779,0.024991645781119464,0.07886522786012504,0.029245158716212125,0.010363303413508131,0.07389767357463776,0.0004895044487316076,104187,0.003820054325395683,2015,incremental_online,2024-10-01
0.07324055193126291,0.03936352754726456,0.10750606507138076,0.08216170330675311,0.038980509745127435,0.02165994978858351,0.057149692412850304,0.017982557266949042,0.0074345796533625205,0.044189407155572825,0.0004798652460043873,102112,0.006052178000626763,2015,incremental_online,2024-11-01
0.11131962327783544,0.07139473848875424,0.15519338706327468,0.1164829693727655,0.0625,0.040991125586398544,0.08798951548023773,0.026559517414362174,0.015784046345921697,0.06011605385561599,0.0005513606459330143,107008,0.006027586722488038,2015,incremental_online,2024-12-01
0.12210256797848235,0.08303396361803238,0.17009369257686904,0.11509806638873944,0.09072164948453608,0.062227857179447774,0.12462145031063714,0.05749359259970347,0.030400134816823604,0.11186222632496116,0.0007205076807966229,108257,0.003759572129284942,2015,incremental_online,2025-01-01
0.09228798723690021,0.06075689375268876,0.12461722565784487,0.0836371944730012,0.04932735426008968,0.03414071510957325,0.06710184452263915,0.02373994550105954,0.01506364548137594,0.04354515296183082,0.0006645454911595312,99316,0.008316887510572314,2015,incremental_online,2025-02-01
0.12903803740060785,0.08441916845853836,0.17660828451151228,0.11543816591933734,0.11726384364820847,0.07665911756379666,0.16031218104388836,0.1041316452020458,0.05067162471177057,0.17829820968238574,0.0007847523520020205,110863,0.001984431234947638,2015,incremental_online,2025-03-01
0.07813796380179872,0.04076122206248681,0.1146513891217748,0.09657804281936012,0.039816232771822356,0.020888598245883985,0.057939697497624336,0.016414976801927834,0.007612476526251952,0.04204936792591054,0.0004070568861998464,108093,0.005634037356720602,2015,incremental_online,2025-04-01
0.12122826683972633,0.08286126045394532,0.16862346307672924,0.13954056747732033,0.07251908396946564,0.04999282982791587,0.10123174988294387,0.04421518934863693,0.01898033887021477,0.12745196318825971,0.00045543440405068717,111981,0.004223930845411275,2015,incremental_online,2025-05-01
0.1358053813760559,0.0934165386883964,0.17791812655936656,0.15606923235537432,0.08247422680412371,0.057468785189110416,0.10693783811370827,0.06902876057798782,0.032381456399869356,0.15720482974423805,0.0004444928246158312,110238,0.003955079010867396,2015,incremental_online,2025-06-01
0.13389235971617144,0.09073601509581568,0.16837972265520118,0.1393641362882318,0.08617594254937164,0.058384937383242234,0.10772477170866539,0.04046001714256505,0.023350168016022944,0.09080888944121293,0.00055685585264202,114931,0.00428953023988306,2015,incremental_online,2025-07-01
0.07666860349388674,0.05107107322266069,0.10593282150477165,0.08084653888575057,0.038876889848812095,0.026483552274454456,0.0535820909360629,0.018143287599864152,0.008301560232412845,0.041976491310083845,0.0005316969850166046,114727,0.007539637574415787,2015,incremental_online,2025-08-01
0.04895897999622209,0.02085951757780221,0.07848574534239702,0.05370975845058364,0.0379746835443038,0.016858922008983257,0.06077834049634484,0.01074935143403884,0.006186686932078209,0.021274013512602042,0.000720775233807028,112379,0.00349709465291558,2015,incremental_online,2025-09-01
0.07441854288460242,0.048225787014903126,0.11552694413479916,0.0787088325091576,0.040236686390532544,0.0263019228398866,0.06029525162337663,0.02787117669640618,0.012416281548162605,0.07689311786250792,0.0005397291234461705,118578,0.006586381959554049,2015,incremental_online,2025-10-01
0.07479860701153458,0.03326894881532145,0.11259963360764093,0.11076032308655615,0.04,0.01834548912248438,0.060002187104223156,0.028029417354827068,0.0056194827402118236,0.09831858480327929,0.00029211127721360207,116394,0.003574067391789955,2015,incremental_online,2025-11-01
0.046744374092501935,-0.00036402794437476085,0.09796328814278563,0.09113268286224419,0.03508771929824561,0.0,0.0750158403294789,0.014610732560505131,0.003757994535156654,0.06411480959126364,0.0001578099303975149,120398,0.0007890496519875745,2015,incremental_online,2025-12-01
0.25808600044869745,0.0908745183472738,0.42153488345139745,0.2827243881660921,0.17391304347826086,0.046485200845665965,0.3336538461538462,0.15598145468655483,0.058343118897456796,0.28299153625784707,0.000472561876070648,84645,0.0000708842814105972,2015,static_baseline,2023-01-01
0.23817043250841635,0.07009438587469959,0.3814866868547548,0.23813899222675508,0.19607843137254902,0.044353741496598646,0.33349056603773586,0.12416214247188151,0.03297555566687945,0.2515966712183058,0.0005239785692765166,76339,0.00014409410655104207,2015,static_baseline,2023-02-01
0.08747454330966313,-0.00026903145639253843,0.20652945601631503,-0.00020840438886955587,0.0547945205479452,0.0,0.13513513513513514,0.03529845007248016,0.015029161430237272,0.09037456791853316,0.0007665275124413312,84798,0.00009434184768508692,2015,static_baseline,2023-03-01
0.043759519315668925,-0.00033395887770984694,0.13629432277607173,0.058730005318312975,0.021739130434782608,0.0,0.08165369240479697,0.04110317107905175,0.018680936443515598,0.1004338142931952,0.0010926462367230776,78708,0.00007623113279463333,2015,static_baseline,2023-04-01
0.1799566772793872,0.046297417038378565,0.28827080681293,0.10464313079824679,0.11494252873563218,0.024096385542168676,0.20480816226783977,0.0823390821402541,0.032040209218130195,0.16861606476308832,0.0008922260460481338,86301,0.00011587351247378362,2015,static_baseline,2023-05-01
0.19449934189795445,0.07765794963126667,0.2960678331676973,0.20189274433280904,0.13953488372093023,0.048765794886864534,0.21535923753665698,0.11177403263420066,0.05081229769892551,0.19301487385030053,0.0008747124233128835,83456,0.0001557707055214724,2015,static_baseline,2023-06-01
0.04540971468527454,-0.0002837587537235415,0.14414820201775963,0.04538256217225942,0.034482758620689655,0.0,0.10526315789473684,0.013073039137769258,0.0056424565349201105,0.043220689557416446,0.0005450643289463225,88063,0.00011355506853048385,2015,static_baseline,2023-07-01
0.11835944756311975,-0.00022872654616545672,0.24247060238031118,0.08887575880278983,0.08108108108108109,0.0,0.16464897260273978,0.08323123063174098,0.032542162063578496,0.16218212018808673,0.0006913388208352237,92574,0.0001080216907555037,2015,static_baseline,2023-08-01
0.17144182912247657,0.048126895248261435,0.28337761781915066,0.17143435026933224,0.14492753623188406,0.03273644388398487,0.25,0.083127019812469,0.03740836233084857,0.1731548547839119,0.0005912605004518123,89639,0.00017849373598545276,2015,static_baseline,2023-09-01
0.24351524299713567,0.1307446668065162,0.3521151802417292,0.1871552404259702,0.16279069767441862,0.07587990120407534,0.26373626373626374,0.1345393024633195,0.07100205863073838,0.22551585140052113,0.0007950895270807493,94329,0.0001166131306385099,2015,static_baseline,2023-10-01
0.17660166746581543,0.047035813846298374,0.3119438087121136,0.187152858175484,0.1111111111111111,0.028169014084507043,0.21665496665496678,0.03999698787292201,0.012583963479921257,0.10910265752610011,0.0006885348194209853,92951,0.00008606685242762316,2015,static_baseline,2023-11-01
0.1265615283174039,-0.00023839452121007015,0.27605595081106277,0.16749418235021504,0.1111111111111111,0.0,0.2377195685670263,0.021025297516744132,0.002555331074141555,0.08896575527456344,0.0004180558313562776,95681,0.00014631954097469717,2015,static_baseline,2023-12-01
0.10224724730695851,0.026651005857586042,0.2071549214255708,0.08929348687051103,0.08333333333333333,0.021270996640537512,0.1703263788473456,0.0594813954173114,0.03449887481140035,0.13332338499298707,0.0007818527853505478,97205,0.00020575073298698628,2015,static_baseline,2024-01-01
0.13418895748419135,0.037236995941831684,0.2433924015586484,0.13775105130105522,0.10810810810810811,0.028149720239243683,0.20266315962518497,0.062202884094807884,0.016541229748387103,0.12990493075121853,0.0006417438028214973,91937,0.00016315520410716035,2015,static_baseline,2024-02-01
0.03437095719439982,-0.00032810763352287615,0.1069859348636633,0.03786981662717276,0.030303030303030304,0.0,0.09234375000000002,0.023666948128613172,0.006563010498812223,0.07568534999365292,0.0004894958193061147,100103,0.00016982508016742754,2015,static_baseline,2024-03-01
0.10233143028665621,-0.0002840704046504008,0.18634083613946448,0.11148662610786683,0.09375,0.0,0.1765364354697103,0.06857458730964155,0.014120558881778992,0.1431994055843855,0.00046169472744621255,97467,0.0001949377738106231,2015,static_baseline,2024-04-01
0.10351580956875243,-0.0001734348162434269,0.20749398124807078,0.08010421785781761,0.06896551724137931,0.0,0.15066308243727602,0.02791078468194954,0.011868500648961718,0.07031669397102402,0.0007514633760480937,101136,0.00010876443600696093,2015,static_baseline,2024-05-01
0.15477980128820829,0.03885786930858525,0.27041187820623114,0.13307955417451572,0.12345679012345678,0.026641025641025644,0.21972059277554806,0.046391010701521906,0.015468769463350756,0.10891100566797861,0.0006595502881727413,98552,0.00016235084016559786,2015,static_baseline,2024-06-01
0.02884135038266428,-0.0003989184266703439,0.08396132020735496,0.03640859916964199,0.01818181818181818,0.0,0.0540915915915916,0.0172317367978166,0.011066289105819152,0.03299103316452401,0.000956564177647633,102450,0.0001171303074670571,2015,static_baseline,2024-07-01
0.02727042266815188,-0.00040161810268053304,0.09537643192639497,0.03120178644203164,0.02040816326530612,0.0,0.06382978723404255,0.018978326683554564,0.011170948539680627,0.03769312346193331,0.0007932208636433988,103376,0.00015477480266212662,2015,static_baseline,2024-08-01
0.07895721800116666,-0.00023927619294732957,0.1969975460811467,0.07894440017390018,0.057971014492753624,0.0,0.14957644211375562,0.04535455710128915,0.01819418401704261,0.11117634096486768,0.0005753568700586269,100807,0.00010911940639042924,2015,static_baseline,2024-09-01
0.12647039601727603,-0.00011961699407783109,0.24755695015689283,0.1326211091567977,0.0967741935483871,0.0,0.19370967741935488,0.030911864258128224,0.011285619429876107,0.08935288392960922,0.0004895044487316076,104187,0.00010557939090289576,2015,static_baseline,2024-10-01
0.10084950928057239,-0.00019424312545262247,0.21585752142657744,0.10779739487772445,0.07017543859649122,0.0,0.16142473118279574,0.024124460721526166,0.004242552364017095,0.07287981929747327,0.0004798652460043873,102112,0.00007834534628643058,2015,static_baseline,2024-11-01
